final_cluster_id,week,complaint_count
156,2017-01-30,5
156,2017-02-20,2
156,2017-02-27,1
156,2017-03-06,2
156,2017-03-13,1
156,2017-03-20,5
156,2017-03-27,2
156,2017-04-03,1
156,2017-04-10,1
156,2017-04-17,1
156,2017-04-24,3
156,2017-05-08,2
156.0,2015-05-11,1
156.0,2015-06-29,1
156.0,2015-07-13,1
156.0,2015-07-20,1
156.0,2015-11-09,2
156.0,2015-12-07,1
156.0,2016-02-01,1
156.0,2016-02-22,1
156.0,2016-04-11,1
156.0,2016-04-18,1
156.0,2016-04-25,1
156.0,2016-05-02,1
156.0,2016-05-30,1
156.0,2016-06-13,1
156.0,2016-07-25,2
156.0,2016-08-01,2
156.0,2016-08-08,2
156.0,2016-08-15,2
156.0,2016-09-05,1
156.0,2016-09-26,2
156.0,2016-10-24,1
156.0,2016-11-28,1
156.0,2016-12-19,1
156.0,2016-12-26,4
156.0,2017-01-02,1
156.0,2017-01-09,1
156.0,2017-01-16,3
156.0,2017-01-23,1
156.0,2017-03-06,2
156.0,2017-03-20,1
156.0,2017-04-03,2
156.0,2017-04-10,1
156.0,2017-05-01,1
156.0,2017-05-15,1
156.0,2017-05-22,1
156.0,2017-05-29,4
156.0,2017-06-05,1
156.0,2017-06-12,5
156.0,2017-06-19,1
156.0,2017-07-10,4
156.0,2017-07-17,1
156.0,2017-07-24,1
156.0,2017-07-31,1
156.0,2017-08-07,1
156.0,2017-08-14,1
156.0,2017-08-21,3
157,2015-03-23,2
157,2015-03-30,1
157,2015-04-06,4
157,2015-04-20,5
157,2015-04-27,4
157,2015-05-04,4
157,2015-05-11,3
157,2015-05-18,2
157,2015-05-25,9
157,2015-06-01,4
157,2015-06-08,3
157,2015-06-15,9
157,2015-06-22,3
157,2015-06-29,1
157,2015-07-06,2
157,2015-07-13,4
157,2015-07-20,7
157,2015-07-27,3
157,2015-08-03,5
157,2015-08-10,2
157,2015-08-17,4
157,2015-08-24,4
157,2015-09-07,4
157,2015-09-14,5
157,2015-09-21,2
157,2015-09-28,4
157,2015-10-05,4
157,2015-10-12,4
157,2015-10-19,3
157,2015-10-26,4
157,2015-11-02,2
157,2015-11-09,5
157,2015-11-16,2
157,2015-11-23,2
157,2015-11-30,2
157,2015-12-07,3
157,2015-12-14,1
157,2015-12-28,3
157,2016-01-04,4
157,2016-01-11,3
157,2016-01-18,3
157,2016-01-25,4
157,2016-02-01,3
157,2016-02-08,2
157,2016-02-15,2
157,2016-02-22,1
157,2016-02-29,1
157,2016-03-07,3
157,2016-03-21,1
157,2016-03-28,3
157,2016-04-04,5
157,2016-04-11,7
157,2016-04-18,3
157,2016-04-25,3
157,2016-05-02,3
157,2016-05-09,4
157,2016-05-16,1
157,2016-05-23,6
157,2016-05-30,3
157,2016-06-06,3
157,2016-06-13,4
157,2016-06-20,1
157,2016-06-27,1
157,2016-07-04,4
157,2016-07-11,2
157,2016-07-18,1
157,2016-07-25,1
157,2016-08-01,4
157,2016-08-08,6
157,2016-08-15,8
157,2016-08-22,4
157,2016-08-29,2
157,2016-09-05,8
157,2016-09-12,4
157,2016-09-19,5
157,2016-09-26,2
157,2016-10-03,4
157,2016-10-10,4
157,2016-10-17,3
157,2016-10-24,6
157,2016-10-31,7
157,2016-11-07,5
157,2016-11-14,3
157,2016-11-21,4
157,2016-11-28,5
157,2016-12-05,4
157,2016-12-12,2
157,2016-12-19,4
157,2016-12-26,4
157,2017-01-02,5
157,2017-01-09,3
157,2017-01-16,2
157,2017-01-23,4
157,2017-01-30,4
157,2017-02-06,3
157,2017-02-13,2
157,2017-02-20,3
157,2017-02-27,3
157,2017-03-06,2
157,2017-03-13,3
157,2017-03-20,3
157,2017-03-27,5
157,2017-04-03,3
157,2017-04-10,4
157,2017-04-17,4
157,2017-04-24,6
157,2017-05-01,11
157,2017-05-08,6
157,2017-05-29,1
157,2017-06-05,2
157,2017-06-12,1
157.0,2015-03-16,1
157.0,2015-04-13,1
157.0,2015-05-18,1
157.0,2015-05-25,3
157.0,2015-06-01,1
157.0,2015-06-08,1
157.0,2015-06-15,1
157.0,2015-07-13,1
157.0,2015-08-10,2
157.0,2015-08-17,1
157.0,2015-09-14,1
157.0,2015-10-19,1
157.0,2015-11-02,1
157.0,2015-11-16,1
157.0,2015-12-14,2
157.0,2015-12-28,2
157.0,2016-01-11,2
157.0,2016-01-25,1
157.0,2016-02-15,1
157.0,2016-03-07,1
157.0,2016-03-14,1
157.0,2016-04-04,1
157.0,2016-04-11,2
157.0,2016-04-18,1
157.0,2016-04-25,1
157.0,2016-05-02,1
157.0,2016-05-09,2
157.0,2016-05-16,2
157.0,2016-06-06,2
157.0,2016-07-04,2
157.0,2016-07-11,1
157.0,2016-07-18,1
157.0,2016-08-01,1
157.0,2016-08-15,3
157.0,2016-08-22,2
157.0,2016-08-29,1
157.0,2016-09-19,1
157.0,2016-10-10,2
157.0,2016-10-24,2
157.0,2016-10-31,2
157.0,2016-11-14,1
157.0,2016-11-21,1
157.0,2016-12-05,5
157.0,2016-12-12,1
157.0,2016-12-26,1
157.0,2017-01-02,1
157.0,2017-01-09,1
157.0,2017-01-16,3
157.0,2017-01-23,2
157.0,2017-01-30,4
157.0,2017-02-06,1
157.0,2017-02-13,1
157.0,2017-02-27,1
157.0,2017-03-13,1
157.0,2017-03-20,1
157.0,2017-04-03,1
157.0,2017-04-10,1
157.0,2017-05-01,1
157.0,2017-05-08,1
157.0,2017-05-15,2
157.0,2017-05-22,4
157.0,2017-05-29,3
157.0,2017-06-05,6
157.0,2017-06-12,3
157.0,2017-06-19,4
157.0,2017-06-26,5
157.0,2017-07-03,8
157.0,2017-07-10,8
157.0,2017-07-17,4
157.0,2017-07-24,3
157.0,2017-07-31,8
157.0,2017-08-14,2
157.0,2017-08-21,2
157.0,2017-08-28,1
157.0,2017-09-04,3
157.0,2017-09-18,1
158,2015-04-06,2
158,2015-04-20,1
158,2015-05-18,1
158,2015-05-25,1
158,2015-06-01,1
158,2015-06-08,1
158,2015-06-15,1
158,2015-07-13,1
158,2015-07-27,1
158,2015-08-03,1
158,2015-08-17,1
158,2015-09-14,1
158,2015-09-21,1
158,2015-10-19,1
158,2015-11-02,1
158,2015-11-09,1
158,2015-11-16,1
158,2015-11-30,2
158,2015-12-14,1
158,2016-01-11,1
158,2016-02-08,1
158,2016-02-29,1
158,2016-03-07,1
158,2016-03-21,1
158,2016-05-09,2
158,2016-05-16,3
158,2016-06-06,1
158,2016-06-13,1
158,2016-06-20,1
158,2016-08-15,1
158,2016-09-19,1
158,2016-10-03,1
158,2016-10-24,1
158,2016-11-21,1
158,2016-12-12,2
158,2017-01-02,1
158,2017-01-16,1
158,2017-01-23,1
158,2017-02-06,1
158,2017-02-13,1
158,2017-03-20,1
158,2017-05-01,2
158.0,2015-04-20,1
158.0,2015-07-20,1
158.0,2015-09-21,1
158.0,2015-10-26,1
158.0,2016-01-11,1
158.0,2016-03-21,1
158.0,2016-04-11,1
158.0,2016-06-13,1
158.0,2016-07-25,1
158.0,2016-12-12,1
158.0,2017-05-08,1
158.0,2017-06-12,1
158.0,2017-06-26,1
158.0,2017-07-17,3
158.0,2017-07-24,1
159,2015-04-20,1
159,2015-04-27,1
159,2015-05-11,1
159,2015-05-25,1
159,2015-06-01,1
159,2015-06-15,2
159,2015-06-22,1
159,2015-07-13,1
159,2015-07-27,3
159,2015-08-10,1
159,2015-08-17,2
159,2015-08-31,2
159,2015-09-07,1
159,2015-10-26,1
159,2015-11-02,2
159,2015-11-09,1
159,2015-12-07,3
159,2015-12-28,2
159,2016-01-04,3
159,2016-01-11,2
159,2016-01-18,1
159,2016-02-08,1
159,2016-02-15,1
159,2016-02-22,1
159,2016-03-14,1
159,2016-03-21,4
159,2016-03-28,1
159,2016-04-11,2
159,2016-04-18,2
159,2016-04-25,1
159,2016-05-09,3
159,2016-05-16,3
159,2016-05-23,1
159,2016-06-06,3
159,2016-06-13,1
159,2016-07-11,1
159,2016-07-18,2
159,2016-07-25,2
159,2016-08-08,1
159,2016-08-15,1
159,2016-08-22,1
159,2016-08-29,1
159,2016-09-12,1
159,2016-09-19,1
159,2016-09-26,1
159,2016-10-03,2
159,2016-10-17,3
159,2016-10-31,1
159,2016-11-07,1
159,2016-12-05,1
159,2016-12-12,1
159,2016-12-26,1
159,2017-01-02,1
159,2017-01-09,2
159,2017-01-16,1
159,2017-01-30,1
159,2017-02-13,1
159,2017-02-20,4
159,2017-02-27,2
159,2017-03-06,1
159,2017-04-10,1
159,2017-04-24,1
159,2017-05-01,1
159.0,2015-05-11,1
159.0,2015-06-22,1
159.0,2015-08-31,1
159.0,2015-11-02,1
159.0,2016-01-18,1
159.0,2016-08-01,1
159.0,2016-08-08,1
159.0,2016-10-17,1
159.0,2016-11-28,1
159.0,2016-12-05,1
159.0,2017-01-09,1
159.0,2017-01-23,1
159.0,2017-03-20,1
159.0,2017-05-29,1
159.0,2017-06-05,1
159.0,2017-06-12,1
159.0,2017-06-19,1
159.0,2017-07-17,1
159.0,2017-07-31,1
16,2015-06-01,1
16,2015-11-02,1
16,2015-11-09,6
16,2015-11-16,2
16,2015-11-23,1
16,2015-11-30,3
16,2015-12-14,1
16,2015-12-28,1
16,2016-01-04,1
16,2016-01-18,1
16,2016-02-29,2
16,2016-04-04,1
16,2016-04-11,9
16,2016-04-18,2
16,2016-05-02,1
16,2016-06-06,1
16,2016-07-11,3
16,2016-07-18,1
16,2016-07-25,1
16,2016-08-15,1
16,2016-09-05,2
16,2016-09-12,1
16,2016-10-31,1
16,2016-12-12,1
16,2017-01-02,1
16,2017-01-23,1
16,2017-02-20,1
16,2017-03-27,1
16,2017-05-15,1
16.0,2015-11-16,1
16.0,2015-11-23,1
16.0,2015-11-30,1
16.0,2016-04-11,5
16.0,2016-06-20,1
16.0,2016-07-25,1
16.0,2016-11-07,1
16.0,2016-11-14,1
16.0,2017-05-29,1
16.0,2017-06-05,1
160,2015-03-23,7
160,2015-03-30,2
160,2015-04-06,4
160,2015-04-13,6
160,2015-04-20,3
160,2015-04-27,5
160,2015-05-04,1
160,2015-05-11,2
160,2015-05-18,2
160,2015-05-25,4
160,2015-06-01,3
160,2015-06-08,7
160,2015-06-15,4
160,2015-06-22,4
160,2015-06-29,2
160,2015-07-06,5
160,2015-07-13,5
160,2015-07-20,3
160,2015-07-27,4
160,2015-08-03,3
160,2015-08-10,4
160,2015-08-17,5
160,2015-08-24,4
160,2015-08-31,3
160,2015-09-07,4
160,2015-09-14,6
160,2015-09-21,6
160,2015-09-28,3
160,2015-10-05,3
160,2015-10-12,4
160,2015-10-19,3
160,2015-10-26,6
160,2015-11-09,4
160,2015-11-16,2
160,2015-11-23,1
160,2015-11-30,4
160,2015-12-07,2
160,2015-12-14,2
160,2015-12-21,2
160,2015-12-28,2
160,2016-01-04,3
160,2016-01-11,3
160,2016-01-18,2
160,2016-02-01,4
160,2016-02-15,3
160,2016-02-22,2
160,2016-02-29,4
160,2016-03-07,1
160,2016-03-21,3
160,2016-03-28,4
160,2016-04-04,2
160,2016-04-11,5
160,2016-04-18,2
160,2016-04-25,1
160,2016-05-09,1
160,2016-05-16,2
160,2016-05-23,3
160,2016-05-30,1
160,2016-06-06,1
160,2016-06-13,1
160,2016-06-20,3
160,2016-06-27,3
160,2016-07-04,4
160,2016-07-11,3
160,2016-07-18,3
160,2016-07-25,3
160,2016-08-01,4
160,2016-08-08,1
160,2016-08-15,1
160,2016-08-22,4
160,2016-09-05,1
160,2016-09-12,3
160,2016-09-19,1
160,2016-09-26,1
160,2016-10-03,2
160,2016-10-10,2
160,2016-10-17,2
160,2016-10-31,1
160,2016-11-07,1
160,2016-11-14,3
160,2016-11-21,2
160,2016-11-28,4
160,2016-12-05,1
160,2016-12-12,2
160,2016-12-19,2
160,2016-12-26,1
160,2017-01-02,1
160,2017-01-09,1
160,2017-01-16,1
160,2017-01-23,2
160,2017-01-30,3
160,2017-02-06,4
160,2017-02-13,1
160,2017-02-20,2
160,2017-02-27,2
160,2017-03-06,2
160,2017-03-13,2
160,2017-03-20,2
160,2017-03-27,3
160,2017-04-03,1
160,2017-04-17,1
160,2017-04-24,2
160,2017-05-01,3
160,2017-05-08,2
160,2017-05-15,2
160.0,2015-03-23,2
160.0,2015-03-30,2
160.0,2015-04-06,1
160.0,2015-05-18,2
160.0,2015-05-25,2
160.0,2015-06-01,1
160.0,2015-06-22,1
160.0,2015-06-29,2
160.0,2015-07-13,2
160.0,2015-07-20,1
160.0,2015-07-27,1
160.0,2015-08-10,1
160.0,2015-08-24,1
160.0,2015-09-14,4
160.0,2015-09-28,1
160.0,2015-10-05,1
160.0,2015-10-26,1
160.0,2015-11-09,2
160.0,2015-11-16,2
160.0,2015-11-23,1
160.0,2015-12-14,2
160.0,2015-12-21,1
160.0,2015-12-28,1
160.0,2016-01-25,1
160.0,2016-02-08,1
160.0,2016-02-22,1
160.0,2016-03-07,1
160.0,2016-04-04,2
160.0,2016-04-11,1
160.0,2016-04-25,3
160.0,2016-05-02,2
160.0,2016-05-09,2
160.0,2016-05-16,2
160.0,2016-05-23,1
160.0,2016-05-30,1
160.0,2016-06-13,1
160.0,2016-07-25,2
160.0,2016-08-08,1
160.0,2016-08-15,2
160.0,2016-08-22,1
160.0,2016-09-19,1
160.0,2016-10-31,1
160.0,2016-11-28,1
160.0,2016-12-19,1
160.0,2016-12-26,1
160.0,2017-01-09,2
160.0,2017-01-16,3
160.0,2017-01-30,1
160.0,2017-02-06,1
160.0,2017-02-13,1
160.0,2017-02-20,1
160.0,2017-02-27,1
160.0,2017-03-27,1
160.0,2017-05-29,1
160.0,2017-06-12,1
160.0,2017-06-19,2
160.0,2017-06-26,4
160.0,2017-07-03,1
160.0,2017-07-10,3
160.0,2017-07-17,1
160.0,2017-07-24,2
160.0,2017-07-31,1
160.0,2017-08-07,2
161,2016-04-18,1
161,2017-05-01,4
161,2017-05-08,2
161,2017-05-15,2
161,2017-06-05,1
161.0,2016-04-11,1
161.0,2017-05-15,1
161.0,2017-05-22,11
161.0,2017-06-05,2
161.0,2017-06-19,1
161.0,2017-07-24,7
161.0,2017-09-04,1
162,2015-07-06,1
162,2015-08-03,1
162,2015-08-24,2
162,2015-09-28,1
162,2015-10-05,1
162,2016-01-25,2
162,2016-02-22,1
162,2016-02-29,1
162,2016-04-11,1
162,2016-04-18,1
162,2016-04-25,1
162,2016-05-02,1
162,2016-05-09,1
162,2016-05-16,1
162,2016-07-18,1
162,2016-08-15,1
162,2016-09-26,1
162,2016-10-03,2
162,2016-11-14,1
162,2016-11-21,1
162,2016-12-05,1
162,2016-12-12,1
162,2016-12-26,1
162,2017-01-09,1
162,2017-02-20,1
162,2017-03-20,2
162,2017-04-10,1
162,2017-04-17,1
162.0,2015-11-09,1
162.0,2016-05-30,1
162.0,2016-06-06,1
162.0,2016-09-05,1
162.0,2016-10-24,1
162.0,2016-11-28,1
162.0,2017-01-23,1
162.0,2017-04-24,1
162.0,2017-05-22,1
162.0,2017-06-19,1
162.0,2017-07-03,2
162.0,2017-07-10,1
162.0,2017-08-28,1
163,2015-03-30,1
163,2015-05-04,1
163,2015-05-25,1
163,2015-06-29,1
163,2015-07-06,1
163,2015-07-27,1
163,2015-09-14,1
163,2015-09-28,2
163,2015-10-19,1
163,2015-11-09,1
163,2016-03-07,1
163,2016-05-23,1
163,2016-05-30,1
163,2016-06-06,3
163,2016-09-19,1
163,2016-09-26,1
163,2016-10-10,1
163,2016-10-31,1
163,2016-12-05,1
163,2016-12-12,1
163,2017-02-27,1
163,2017-03-27,1
163,2017-04-03,1
163,2017-05-08,1
163,2017-05-15,1
163.0,2015-04-13,1
163.0,2015-10-05,1
163.0,2015-11-23,1
163.0,2016-01-18,1
163.0,2016-10-31,1
163.0,2017-03-13,1
163.0,2017-05-01,1
163.0,2017-05-29,1
163.0,2017-06-12,1
163.0,2017-07-10,1
163.0,2017-07-31,1
164,2015-03-23,1
164,2015-03-30,1
164,2015-04-13,1
164,2015-06-08,2
164,2015-06-22,1
164,2015-07-06,1
164,2015-07-27,1
164,2015-08-17,1
164,2015-09-07,1
164,2015-09-28,1
164,2015-10-19,1
164,2015-11-02,1
164,2015-11-30,1
164,2016-01-11,1
164,2016-01-18,1
164,2016-01-25,1
164,2016-02-08,2
164,2016-02-29,3
164,2016-03-28,2
164,2016-05-09,2
164,2016-05-23,1
164,2016-06-13,1
164,2016-08-15,2
164,2016-09-05,1
164,2016-10-17,1
164,2016-11-07,1
164,2017-02-13,1
164,2017-04-17,1
164.0,2015-03-30,1
164.0,2015-09-07,1
164.0,2015-11-23,1
164.0,2016-02-29,1
164.0,2016-06-27,1
164.0,2017-05-15,1
164.0,2017-05-29,1
165,2015-06-15,1
165,2015-07-13,2
165,2015-08-17,1
165,2015-08-24,1
165,2015-08-31,3
165,2016-01-11,1
165,2016-02-22,1
165,2016-02-29,1
165,2016-03-07,1
165,2016-03-14,1
165,2016-03-21,1
165,2016-04-25,1
165,2016-05-02,1
165,2016-05-09,1
165,2016-08-08,1
165,2016-08-15,1
165,2016-09-26,1
165,2016-10-03,1
165,2016-10-31,1
165,2017-01-23,1
165,2017-03-06,1
165,2017-04-17,1
165,2017-04-24,2
165,2017-05-15,1
165.0,2016-01-04,1
165.0,2016-02-22,1
165.0,2016-03-21,1
165.0,2016-06-27,1
165.0,2016-11-07,1
165.0,2017-01-23,1
165.0,2017-05-15,2
165.0,2017-06-05,1
165.0,2017-06-26,1
166,2015-03-16,2
166,2015-03-30,1
166,2015-04-27,2
166,2015-05-04,3
166,2015-05-11,2
166,2015-05-18,3
166,2015-05-25,1
166,2015-06-01,1
166,2015-06-08,1
166,2015-06-15,2
166,2015-06-22,1
166,2015-06-29,3
166,2015-07-06,2
166,2015-07-13,1
166,2015-07-27,3
166,2015-08-03,1
166,2015-08-10,3
166,2015-08-17,5
166,2015-08-24,1
166,2015-08-31,2
166,2015-09-07,2
166,2015-09-14,2
166,2015-09-21,3
166,2015-09-28,1
166,2015-10-12,3
166,2015-10-19,1
166,2015-10-26,1
166,2015-11-09,3
166,2015-11-16,2
166,2015-11-23,1
166,2015-11-30,1
166,2015-12-07,2
166,2015-12-14,2
166,2016-01-11,3
166,2016-01-18,1
166,2016-01-25,3
166,2016-02-08,2
166,2016-02-22,1
166,2016-02-29,1
166,2016-03-07,3
166,2016-03-14,1
166,2016-03-21,4
166,2016-03-28,2
166,2016-04-04,2
166,2016-04-11,2
166,2016-04-18,1
166,2016-05-09,1
166,2016-05-16,4
166,2016-06-06,3
166,2016-06-13,2
166,2016-06-20,3
166,2016-07-25,6
166,2016-08-08,1
166,2016-08-15,1
166,2016-08-22,1
166,2016-08-29,1
166,2016-09-05,2
166,2016-09-19,2
166,2016-09-26,3
166,2016-10-03,5
166,2016-10-17,1
166,2016-10-24,2
166,2016-10-31,1
166,2016-11-14,2
166,2016-12-05,1
166,2017-01-02,2
166,2017-01-09,3
166,2017-01-16,1
166,2017-01-30,5
166,2017-02-06,2
166,2017-02-13,2
166,2017-02-20,2
166,2017-02-27,1
166,2017-03-06,2
166,2017-03-20,1
166,2017-03-27,1
166,2017-04-03,1
166,2017-04-10,1
166,2017-04-24,2
166,2017-05-01,2
166,2017-05-08,2
166,2017-05-15,1
166.0,2015-04-20,1
166.0,2015-05-25,1
166.0,2015-07-06,1
166.0,2015-07-13,1
166.0,2015-08-03,1
166.0,2015-08-24,1
166.0,2015-09-07,1
166.0,2015-09-21,2
166.0,2015-09-28,1
166.0,2015-10-19,1
166.0,2015-11-02,1
166.0,2015-11-09,1
166.0,2015-11-23,1
166.0,2015-12-07,1
166.0,2015-12-14,1
166.0,2016-01-11,1
166.0,2016-02-22,1
166.0,2016-02-29,1
166.0,2016-03-28,1
166.0,2016-05-02,1
166.0,2016-05-16,1
166.0,2016-05-23,1
166.0,2016-05-30,1
166.0,2016-06-06,2
166.0,2016-06-20,1
166.0,2016-07-18,1
166.0,2016-08-08,1
166.0,2016-09-05,2
166.0,2016-09-26,1
166.0,2016-10-31,1
166.0,2016-11-14,1
166.0,2017-01-30,2
166.0,2017-02-27,1
166.0,2017-04-17,1
166.0,2017-05-08,1
166.0,2017-05-15,2
166.0,2017-05-22,2
166.0,2017-05-29,2
166.0,2017-06-05,2
166.0,2017-06-19,2
166.0,2017-06-26,2
166.0,2017-07-03,1
166.0,2017-07-10,1
166.0,2017-07-17,2
166.0,2017-07-31,3
167,2015-03-23,1
167,2015-08-10,1
167,2015-09-14,1
167,2016-03-14,2
167,2016-03-21,1
167,2016-05-02,1
167,2016-05-23,4
167,2016-05-30,1
167,2016-06-20,1
167,2016-08-15,1
167,2016-09-26,1
167,2016-10-17,1
167,2017-01-09,1
167,2017-03-27,1
167,2017-04-10,1
167,2017-04-24,1
167,2017-05-08,2
167.0,2016-01-04,1
167.0,2017-05-08,2
167.0,2017-05-29,1
167.0,2017-06-05,2
167.0,2017-06-26,1
167.0,2017-07-10,2
167.0,2017-07-17,2
167.0,2017-07-24,1
168,2015-03-23,2
168,2015-03-30,5
168,2015-04-06,3
168,2015-04-13,3
168,2015-04-20,2
168,2015-04-27,2
168,2015-05-04,1
168,2015-05-11,2
168,2015-05-18,1
168,2015-05-25,2
168,2015-06-01,3
168,2015-06-08,3
168,2015-06-15,3
168,2015-06-22,3
168,2015-06-29,3
168,2015-07-06,7
168,2015-07-13,3
168,2015-07-20,3
168,2015-07-27,3
168,2015-08-10,3
168,2015-08-17,1
168,2015-08-24,3
168,2015-08-31,2
168,2015-09-07,1
168,2015-09-14,4
168,2015-09-21,2
168,2015-10-05,6
168,2015-10-12,3
168,2015-10-26,4
168,2015-11-02,3
168,2015-11-09,1
168,2015-11-16,1
168,2015-11-23,1
168,2015-11-30,4
168,2015-12-07,1
168,2015-12-14,3
168,2015-12-21,4
168,2015-12-28,1
168,2016-01-04,4
168,2016-01-11,6
168,2016-01-18,2
168,2016-01-25,2
168,2016-02-01,2
168,2016-02-08,1
168,2016-02-15,1
168,2016-02-22,1
168,2016-02-29,7
168,2016-03-07,2
168,2016-03-14,2
168,2016-03-21,1
168,2016-03-28,5
168,2016-04-11,3
168,2016-04-18,2
168,2016-04-25,4
168,2016-05-02,1
168,2016-05-09,6
168,2016-05-16,3
168,2016-05-23,4
168,2016-05-30,1
168,2016-06-06,1
168,2016-06-13,4
168,2016-06-20,3
168,2016-06-27,7
168,2016-07-04,2
168,2016-07-11,4
168,2016-07-18,2
168,2016-07-25,4
168,2016-08-01,5
168,2016-08-08,1
168,2016-08-15,4
168,2016-08-22,4
168,2016-08-29,6
168,2016-09-05,2
168,2016-09-12,4
168,2016-09-19,9
168,2016-09-26,2
168,2016-10-03,4
168,2016-10-10,5
168,2016-10-17,5
168,2016-10-24,2
168,2016-10-31,5
168,2016-11-07,2
168,2016-11-14,4
168,2016-11-21,4
168,2016-11-28,6
168,2016-12-05,3
168,2016-12-12,7
168,2016-12-19,2
168,2016-12-26,3
168,2017-01-02,6
168,2017-01-09,4
168,2017-01-16,5
168,2017-01-23,6
168,2017-01-30,7
168,2017-02-06,3
168,2017-02-13,3
168,2017-02-20,4
168,2017-02-27,4
168,2017-03-06,1
168,2017-03-13,3
168,2017-03-20,3
168,2017-03-27,4
168,2017-04-03,10
168,2017-04-10,3
168,2017-04-17,6
168,2017-04-24,6
168,2017-05-01,6
168,2017-05-08,5
168,2017-05-15,1
168,2017-05-22,1
168.0,2015-03-30,1
168.0,2015-04-06,2
168.0,2015-04-20,1
168.0,2015-05-11,1
168.0,2015-05-18,2
168.0,2015-05-25,1
168.0,2015-06-01,3
168.0,2015-06-15,1
168.0,2015-06-22,2
168.0,2015-07-27,1
168.0,2015-08-03,1
168.0,2015-08-24,2
168.0,2015-10-05,1
168.0,2015-10-12,3
168.0,2015-10-19,1
168.0,2015-10-26,1
168.0,2015-11-09,2
168.0,2015-11-16,1
168.0,2015-12-14,2
168.0,2015-12-21,1
168.0,2015-12-28,1
168.0,2016-01-04,1
168.0,2016-01-18,1
168.0,2016-01-25,3
168.0,2016-02-01,1
168.0,2016-02-08,2
168.0,2016-02-15,3
168.0,2016-02-22,4
168.0,2016-03-14,1
168.0,2016-03-21,1
168.0,2016-04-11,1
168.0,2016-05-02,2
168.0,2016-05-09,2
168.0,2016-05-16,2
168.0,2016-06-20,1
168.0,2016-06-27,1
168.0,2016-07-11,1
168.0,2016-07-18,3
168.0,2016-08-01,2
168.0,2016-08-15,2
168.0,2016-08-22,2
168.0,2016-08-29,1
168.0,2016-09-05,1
168.0,2016-09-12,2
168.0,2016-09-19,1
168.0,2016-10-03,2
168.0,2016-10-10,4
168.0,2016-10-24,2
168.0,2016-10-31,1
168.0,2016-11-07,3
168.0,2016-11-14,3
168.0,2016-11-21,1
168.0,2016-11-28,1
168.0,2016-12-12,2
168.0,2017-01-09,1
168.0,2017-01-16,2
168.0,2017-01-23,1
168.0,2017-01-30,1
168.0,2017-02-06,3
168.0,2017-02-13,3
168.0,2017-02-20,2
168.0,2017-02-27,1
168.0,2017-03-06,1
168.0,2017-03-20,1
168.0,2017-04-10,1
168.0,2017-05-08,3
168.0,2017-05-15,7
168.0,2017-05-22,5
168.0,2017-05-29,2
168.0,2017-06-05,6
168.0,2017-06-12,5
168.0,2017-06-19,5
168.0,2017-06-26,2
168.0,2017-07-03,7
168.0,2017-07-10,7
168.0,2017-07-17,5
168.0,2017-07-24,4
168.0,2017-07-31,9
168.0,2017-08-07,1
168.0,2017-08-14,3
168.0,2017-09-04,1
169,2015-03-16,1
169,2015-03-23,1
169,2015-03-30,3
169,2015-04-06,1
169,2015-05-04,2
169,2015-05-11,2
169,2015-05-18,2
169,2015-05-25,3
169,2015-06-08,1
169,2015-06-15,1
169,2015-06-29,3
169,2015-07-06,1
169,2015-07-13,1
169,2015-07-20,1
169,2015-07-27,1
169,2015-08-03,1
169,2015-08-31,2
169,2015-09-07,1
169,2015-09-14,4
169,2015-09-21,1
169,2015-10-05,2
169,2015-10-26,3
169,2015-11-02,3
169,2015-11-09,2
169,2015-11-16,1
169,2015-11-23,4
169,2015-11-30,3
169,2015-12-14,1
169,2015-12-28,3
169,2016-01-04,6
169,2016-01-11,1
169,2016-01-18,1
169,2016-01-25,1
169,2016-02-08,3
169,2016-02-15,2
169,2016-02-22,1
169,2016-02-29,3
169,2016-03-07,1
169,2016-03-14,2
169,2016-03-21,1
169,2016-03-28,2
169,2016-04-04,5
169,2016-04-11,1
169,2016-04-18,1
169,2016-04-25,2
169,2016-05-02,7
169,2016-05-09,3
169,2016-05-16,2
169,2016-05-23,2
169,2016-06-13,1
169,2016-06-20,4
169,2016-06-27,3
169,2016-07-04,1
169,2016-07-11,3
169,2016-07-18,3
169,2016-07-25,3
169,2016-08-01,4
169,2016-08-08,2
169,2016-08-15,2
169,2016-08-22,3
169,2016-08-29,4
169,2016-09-05,2
169,2016-09-12,3
169,2016-09-19,3
169,2016-09-26,5
169,2016-10-03,1
169,2016-10-10,2
169,2016-10-17,1
169,2016-10-24,4
169,2016-10-31,1
169,2016-11-07,3
169,2016-11-14,3
169,2016-11-21,3
169,2016-11-28,2
169,2016-12-05,2
169,2016-12-12,3
169,2016-12-19,3
169,2016-12-26,1
169,2017-01-02,2
169,2017-01-09,5
169,2017-01-16,4
169,2017-01-23,1
169,2017-01-30,2
169,2017-02-06,3
169,2017-02-13,5
169,2017-02-20,4
169,2017-02-27,1
169,2017-03-06,2
169,2017-03-13,3
169,2017-03-20,6
169,2017-03-27,1
169,2017-04-03,1
169,2017-04-10,6
169,2017-04-17,8
169,2017-04-24,5
169,2017-05-01,6
169,2017-05-08,2
169.0,2015-03-23,1
169.0,2015-04-27,1
169.0,2015-06-01,2
169.0,2015-06-29,2
169.0,2015-07-13,1
169.0,2015-07-27,1
169.0,2015-08-17,1
